#loc_id	ags	ascii	name	lat	lon	amt	plz	vorwahl	einwohner	flaeche	kz	typ	level	of	invalid
60021	10310	OGGAU	Oggau am Neusiedler See	47.831111	16.663056		7063		1817	52.1926		Gemeinde	6	60007	
29919	1031001	OGGAU	Oggau am Neusiedler See	47.831111	16.663056		7063		1811			Ort	7	60021	
60022	10311	OSLIP	Oslip	47.833889	16.621111		7064		1296	17.8326		Gemeinde	6	60007	
29927	1031101	OSLIP	Oslip	47.833889	16.621111		7064		1323			Ort	7	60022	
60023	10312	PURBACH	Purbach am Neusiedler See	47.91361	16.695833		7083		2619	45.843		Gemeinde	6	60007	
60024	1031201	PURBACH	Purbach am Neusiedler See	47.91361	16.695833		7083		2570			Ort	7	60023	
60025	10313	SANKT MARGARETHEN	Sankt Margarethen im Burgenland	47.80335	16.60694		7062		2776	26.5374		Gemeinde	6	60007	
60026	1031301	SANKT MARGARETHEN	Sankt Margarethen im Burgenland	47.80335	16.60694		7062		2762			Ort	7	60025	
60027	10314	SCHUETZEN	Schützen am Gebirge	47.85056	16.624722		7081		1408	21.2002		Gemeinde	6	60007	
30127	1031401	SCHUETZEN	Schützen am Gebirge	47.85056	16.624722		7081		1360			Ort	7	60027	
60028	10315	SIEGENDORF	Siegendorf	47.7813889	16.54222		7011		2701	23.0566		Gemeinde	6	60007	
30152	1031501	SIEGENDORF	Siegendorf	47.7813889	16.54222		7011		2720			Ort	7	60028	
60029	10316	STEINBRUNN	Steinbrunn	47.837222	16.41445		2491,7035		1981	15.4053		Gemeinde	6	60007	
60030	1031601	STEINBRUNN	Steinbrunn	47.837222	16.41445		2491,7035		1902			Ort	7	60029	
60031	10317	TRAUSDORF	Trausdorf an der Wulka	47.8141667	16.558056		7061		1775	15.4379		Gemeinde	6	60007	
30270	1031701	TRAUSDORF	Trausdorf an der Wulka	47.8141667	16.558056		7061		1723			Ort	7	60031	
60032	10318	WIMPASSING	Wimpassing an der Leitha	47.916389	16.4294446		2485		1109	7.9139		Gemeinde	6	60007	
60033	1031801	WIMPASSING	Wimpassing an der Leitha	47.916389	16.4294446		2485		1094			Ort	7	60032	
60034	10319	WULKAPRODERSDORF	Wulkaprodersdorf	47.79334	16.49444		7041		1879	12.2243		Gemeinde	6	60007	
30413	1031901	WULKAPRODERSDORF	Wulkaprodersdorf	47.79334	16.49444		7041		1890			Ort	7	60034	
60035	10320	LORETTO	Loretto	47.914724	16.515833		2443		380	2.3806		Gemeinde	6	60007	
60036	1032001	LORETTO	Loretto	47.914724	16.515833		2443		363			Ort	7	60035	
60037	10321	STOTZING	Stotzing	47.905	16.54722		2443		809	12.9109		Gemeinde	6	60007	
60038	1032101	STOTZING	Stotzing	47.905	16.54722		2443		770			Ort	7	60037	
60039	10322	ZILLINGTAL	Zillingtal	47.813056	16.4063887		7033,7034		895	13.1009		Gemeinde	6	60007	
30433	1032201	ZILLINGTAL	Zillingtal	47.813056	16.4063887		7033,7034		850			Ort	7	60039	
60040	10323	ZAGERSDORF	Zagersdorf	47.765	16.5125		7011		926	7.2975		Gemeinde	6	60007	
60041	1032301	ZAGERSDORF	Zagersdorf	47.765	16.5125		7011		900			Ort	7	60040	
60042	104	GUESSING	Güssing	47.059445	16.323889				26604	485.4358	GS	Bezirk	5	124	
60043	10401	BOCKSDORF	Bocksdorf	47.143333	16.174722		7551		771	9.9909		Gemeinde	6	60042	
60044	1040101	BOCKSDORF	Bocksdorf	47.143333	16.174722		7551		791			Ort	7	60043	
60045	10402	BURGAUBERG-NEUDAUBERG	Burgauberg-Neudauberg	47.1475	16.128056		8291,8292		1353	10.9127		Gemeinde	6	60042	
60046	1040201	BURGAUBERG	Burgauberg	47.1475	16.128056		8291		723			Ort	7	60045	
60047	1040202	NEUDAUBERG	Neudauberg	47.171667	16.121945		8292		596			Ort	7	60045	
60048	10403	EBERAU	Eberau	47.105278	16.461667		7521,7522		974	30.7478		Gemeinde	6	60042	
29215	1040301	EBERAU	Eberau	47.105278	16.461667		7521		368			Ort	7	60048	
60049	1040302	GAAS	Gaas	47.0836	16.462778		7521		354			Ort	7	60048	
60050	1040303	KROATISCH EHRENSDORF	Kroatisch Ehrensdorf	47.1167	16.405833		7522		91			Ort	7	60048	
60051	1040304	KULM	Kulm im Burgenland	47.10389	16.4519444		7521		188			Ort	7	60048	
60052	1040305	WINTEN	Winten	47.1175	16.4444443		7521		80			Ort	7	60048	
60053	10404	GERERSDORF-SULZ	Gerersdorf-Sulz	47.0722	16.25		7540,7542		1042	21.6288		Gemeinde	6	60042
29346	1040401	GERERSDORF	Gerersdorf bei Güssing	47.0678	16.255278		7542		497			Ort	7	60053	
60054	1040402	REHGRABEN	Rehgraben	47.0811	16.236668		7540		190			Ort	7	60053	
60055	1040403	SULZ	Sulz im Burgenland	47.07694	16.2561		7540,7542		370			Ort	7	60053	
60056	10405	GUESSING	Güssing	47.059445	16.323889		7540,7542		3836	49.3142		Gemeinde	6	60042	
60057	1040501	GLASING	Glasing	47.0430	16.359445		7540		147			Ort	7	60056	
29420	1040502	GUESSING	Güssing	47.059445	16.323889		7540		2898			Ort	7	60056	
60058	1040503	KROTTENDORF	Krottendorf	47.060278	16.307776		7540		215			Ort	7	60056	
60059	1040504	SANKT NIKOLAUS	Sankt Nikolaus	47.047775	16.327778		7540		221			Ort	7	60056	
60060	1040505	STEINGRABEN	Steingraben	47.063889	16.2775		7542		173			Ort	7	60056	
60061	1040506	URBERSDORF	Urbersdorf	47.058333	16.372778		7540		248			Ort	7	60056	
60062	10406	GUETTENBACH	Güttenbach	47.16	16.288612		7535		982	15.8977		Gemeinde	6	60042	
60063	1040601	GUETTENBACH	Güttenbach	47.16	16.288612		7535		1026			Ort	7	60062	
60064	10407	HEILIGENBRUNN	Heiligenbrunn	47.0252788	16.415833		7522		907	33.513		Gemeinde	6	60042	
60065	1040701	DEUTSCH BIELING	Deutsch Bieling	47.011945	16.430557		7522		114			Ort	7	60064	
60066	1040702	HAGENSDORF	Hagensdorf im Burgenland	47.015278	16.454167		7522		274			Ort	7	60064	
60067	1040703	HEILIGENBRUNN	Heiligenbrunn	47.0252788	16.415833		7522		260			Ort	7	60064	
60068	1040704	LUISING	Luising	47.01361	16.4794445		7522		135			Ort	7	60064	
60069	1040705	REINERSDORF	Reinersdorf	47.01111	16.391667		7522		206			Ort	7	60064	
60070	10408	KUKMIRN	Kukmirn	47.075556	16.208889		7540,7543		1967	40.5006		Gemeinde	6	60042	
60071	1040801	EISENHUETTL	Eisenhüttl	47.105	16.19777		7543		174			Ort	7	60070	
29643	1040802	KUKMIRN	Kukmirn	47.075556	16.208889		7543		820			Ort	7	60070	
60072	1040803	LIMBACH	Limbach im Burgenland	47.0620	16.1690		7543		456			Ort	7	60070	
60073	1040804	NEUSIEDL	Neusiedl bei Güssing	47.0830	16.1750		7540		585			Ort	7	60070	
60074	10409	NEUBERG	Neuberg im Burgenland	47.1689	16.259723		7537,		1007	17.6071		Gemeinde	6	60042	
60075	1040901	NEUBERG	Neuberg im Burgenland	47.1689	16.259723		7537,		1072			Ort	7	60074	
60076	10410	NEUSTIFT	Neustift bei Güssing	47.025	16.26444		7540		540	11.4434		Gemeinde	6	60042	
60077	1041001	NEUSTIFT	Neustift bei Güssing	47.025	16.26444		7540		566			Ort	7	60076	
60078	10411	OLBENDORF	Olbendorf	47.187778	16.2055		7534		1385	17.3782		Gemeinde	6	60042	
29921	1041101	OLBENDORF	Olbendorf	47.187778	16.2055		7534		1394			Ort	7	60078	
60079	10412	OLLERSDORF	Ollersdorf im Burgenland	47.1864	16.164167		7533		983	8.8565		Gemeinde	6	60042	
29923	1041201	OLLERSDORF	Ollersdorf im Burgenland	47.1864	16.164167		7533		983			Ort	7	60079	
60080	10413	SANKT MICHAEL	Sankt Michael im Burgenland	47.12722	16.269167		7535		1068	18.375		Gemeinde	6	60042	
60081	1041301	GAMISCHDORF	Gamischdorf	47.10834	16.2572		7535		168			Ort	7	60080	
60082	1041302	SANKT MICHAEL	Sankt Michael im Burgenland	47.12722	16.269167		7535		836			Ort	7	60080	
60083	1041303	SCHALLENDORF	Schallendorf im Burgenland	47.1211	16.24361		7535		96			Ort	7	60080	
60084	10414	STEGERSBACH	Stegersbach	47.16	16.166945		7551		2433	17.7689		Gemeinde	6	60042	
30190	1041401	STEGERSBACH	Stegersbach	47.16	16.166945		7551		2380			Ort	7	60084	
60085	10415	STINATZ	Stinatz	47.204167	16.13334		7552		1433	9.4996		Gemeinde	6	60042	
30205	1041501	STINATZ	Stinatz	47.204167	16.13334		7552		1409			Ort	7	60085	
60086	10416	STREM	Strem	47.05	16.414724		7522		910	23.7735		Gemeinde	6	60042	
60087	1041601	DEUTSCH EHRENSDORF	Deutsch Ehrensdorf	47.096946	16.414724		7522		170			Ort	7	60086	
60088	1041602	STEINFURT	Steinfurt	47.07167	16.4178		7522		128			Ort	7	60086	
30220	1041603	STREM	Strem	47.05	16.414724		7522		586			Ort	7	60086	
60089	1041604	SUMETENDORF	Sumetendorf	47.045	16.395		7522		65			Ort	7	60086	
60090	10417	TOBAJ	Tobaj	47.089722	16.304722		7535,7540		1411	58.138		Gemeinde	6	60042	
60091	1041701	DEUTSCH TSCHANTSCHENDORF	Deutsch Tschantschendorf	47.106389	16.287776		7535		509			Ort	7	60090	
60092	1041702	HASENDORF	Hasendorf im Burgenland	47.078333	16.297778		7540		59			Ort	7	60090	
60093	1041703	KROATISCH TSCHANTSCHENDORF	Kroatisch Tschantschendorf	47.097778	16.286111		7535		93			Ort	7	60090	
60094	1041704	PUNITZ	Punitz	47.120556	16.343888		7535,7540		333			Ort	7	60090	
60095	1041705	TOBAJ	Tobaj	47.089722	16.304722		7540		336			Ort	7	60090	
60096	1041706	TUDERSDORF	Tudersdorf	47.100834	16.276667		7535		56			Ort	7	60090	
60097	10418	HACKERBERG	Hackerberg	47.196389	16.106944		8292		354	3.8678		Gemeinde	6	60042	
60098	1041801	HACKERBERG	Hackerberg	47.196389	16.106944		8292		384			Ort	7	60097	
60099	10419	WOERTERBERG	Wörterberg	47.2225	16.0975		8293		478	4.7648		Gemeinde	6	60042	
60100	1041901	WOERTERBERG	Wörterberg	47.2225	16.0975		8293		495			Ort	7	60099	
60101	10420	GROSSMUERBISCH	Großmürbisch	47.016389	16.360833		7540		263	7.9201		Gemeinde	6	60042	
60102	1042001	GROSSMUERBISCH	Großmürbisch	47.016389	16.360833		7540		274			Ort	7	60101	
60103	10421	INZENHOF	Inzenhof	47.0125	16.317224		7540		317	5.9734		Gemeinde	6	60042	
60104	1042101	INZENHOF	Inzenhof	47.0125	16.317224		7540		336			Ort	7	60103	
60105	10422	KLEINMUERBISCH	Kleinmürbisch	47.033889	16.324445		7540		258	4.2931		Gemeinde	6	60042	
60106	1042201	KLEINMUERBISCH	Kleinmürbisch	47.033889	16.324445		7540		260			Ort	7	60105	
60107	10423	TSCHANIGRABEN	Tschanigraben	47.006667	16.305278		7540		72	1.7093		Gemeinde	6	60042	
60108	1042301	TSCHANIGRABEN	Tschanigraben	47.006667	16.305278		7540		67			Ort	7	60107	
60109	10424	HEUGRABEN	Heugraben	47.118889	16.191112		7551		245	6.4722		Gemeinde	6	60042	
60110	1042401	HEUGRABEN	Heugraben	47.118889	16.191112		7551		250			Ort	7	60109	
60111	10425	ROHR	Rohr im Burgenland	47.118889	16.164445		7551		393	8.3773		Gemeinde	6	60042	
60112	1042501	ROHR	Rohr im Burgenland	47.118889	16.164445		7551		394			Ort	7	60111	
60113	10426	BILDEIN	Bildein	47.134166	16.466111		7521		327	16.0167		Gemeinde	6	60042	
60114	1042601	OBERBILDEIN	Oberbildein	47.134166	16.466111		7521		207			Ort	7	60113	
60115	1042602	UNTERBILDEIN	Unterbildein	47.128611	16.4675		7521		166			Ort	7	60113	
60116	10427	RAUCHWART	Rauchwart im Burgenland	47.134722	16.231389		7535		460	17.5141		Gemeinde	6	60042	
60117	1042701	RAUCHWART	Rauchwart im Burgenland	47.134722	16.231389		7535		464			Ort	7	60116	
60118	10428	MOSCHENDORF	Moschendorf	47.056389	16.4775		7540		435	13.1811		Gemeinde	6	60042	
60119	1042801	MOSCHENDORF	Moschendorf	47.056389	16.4775		7540		463			Ort	7	60118	
60120	105	JENNERSDORF	Jennersdorf	46.937225	16.141665				17752	253.3526	JE	Bezirk	5	124	
60121	10501	DEUTSCH KALTENBRUNN	Deutsch Kaltenbrunn	47.090555	16.106111		7572		1771	24.194		Gemeinde	6	60120	
29186	1050101	DEUTSCH KALTENBRUNN	Deutsch Kaltenbrunn	47.090555	16.106111		7572		1244			Ort	7	60121	
60122	1050102	ROHRBRUNN	Rohrbrunn	47.123889	16.115		7572		581			Ort	7	60121	
60123	10502	ELTENDORF	Eltendorf	47.008333	16.197777		7562		1023	20.5828		Gemeinde	6	60120	
29245	1050201	ELTENDORF	Eltendorf	47.008333	16.197777		7562		574			Ort	7	60123	
60124	1050202	ZAHLING	Zahling	47.025278	16.213334		7562		443			Ort	7	60123	
60125	10503	HEILIGENKREUZ	Heiligenkreuz im Lafnitztal	46.988889	16.260276		7561		1217	23.7825		Gemeinde	6	60120	
29457	1050301	HEILIGENKREUZ	Heiligenkreuz im Lafnitztal	46.988889	16.260276		7561		844			Ort	7	60125	
60126	1050302	POPPENDORF	Poppendorf im Burgenland	46.9975	16.230278		7561		398			Ort	7	60125	
60127	10504	JENNERSDORF	Jennersdorf	46.937225	16.141665		8282,8380		4235	37.9243		Gemeinde	6	60120	
60128	1050401	GRIESELSTEIN	Grieselstein	46.95	16.119722		8380		672			Ort	7	60127	
60129	1050402	HENNDORF	Henndorf im Burgenland	46.9830	16.1460		8282,8380		515			Ort	7	60127	
29531	1050403	JENNERSDORF	Jennersdorf	46.937225	16.141665		8380		2351			Ort	7	60127	
60130	1050404	RAX	Rax	46.943335	16.160555		8380		698			Ort	7	60127	
60131	10505	MINIHOF-LIEBAU	Minihof-Liebau	46.881667	16.069722		8384		1147	16.2674		Gemeinde	6	60120	
60132	1050501	MINIHOF-LIEBAU	Minihof-Liebau	46.881667	16.069722		8384		346			Ort	7	60131	
60133	1050502	TAUKA	Tauka	46.862778	16.079444		8384		348			Ort	7	60131	
60134	1050503	WINDISCH	Windisch - Minihof	46.890556	16.096111		8384		485			Ort	7	60131	
60135	10506	MOGERSDORF	Mogersdorf	46.947778	16.230555		8382		1177	12.7685		Gemeinde	6	60120	
60136	1050601	DEUTSCH MINIHOF	Deutsch Minihof	46.970556	16.243611		8382		168			Ort	7	60135	
29795	1050602	MOGERSDORF	Mogersdorf	46.947778	16.230555		8382		673			Ort	7	60135	
60137	1050603	WALLENDORF	Wallendorf	46.972222	16.233334		8382		372			Ort	7	60135	
60138	10507	NEUHAUS	Neuhaus am Klausenbach	46.8689	16.02944		8384,8385		985	19.9878		Gemeinde	6	60120	
60139	1050701	BONISDORF	Bonisdorf	46.841944	16.04		8384,8385		123			Ort	7	60138	
60140	1050702	KALCH	Kalch	46.841945	16.01111		8385		254			Ort	7	60138	
60141	1050703	KROTTENDORF	Krottendorf bei Neuhaus am Klausenbach	46.84972	16.028611		8385					Ort	7	60138	
29843	1050704	NEUHAUS	Neuhaus am Klausenbach	46.8689	16.02944		8385		515			Ort	7	60138	
60142	10508	RUDERSDORF	Rudersdorf	47.05	16.1225		7564,7571		2175	21.4435		Gemeinde	6	60120	
60143	1050801	DOBERSDORF	Dobersdorf	47.021667	16.143334		7564		488			Ort	7	60142	
60144	1050802	RUDERSDORF	Rudersdorf	47.0490	16.1225		7571		1601			Ort	7	60142	
60145	10509	SANKT MARTIN	Sankt Martin an der Raab	46.9195	16.135		8350,8380,8383,8384,8385		2072	43.008		Gemeinde	6	60120	
60146	1050901	DOIBER	Doiber	46.92056	16.11333		8383		253			Ort	7	60145	
60147	1050902	GRITSCH	Gritsch	46.92111	16.095		8383		113			Ort	7	60145	
60148	1050903	NEUMARKT	Neumarkt an der Raab	46.9269444	16.160278		8380		576			Ort	7	60145	
60149	1050904	OBERDROSEN	Oberdrosen	46.8890	16.12		8383,8384		268			Ort	7	60145	
60150	1050905	SANKT MARTIN	Sankt Martin an der Raab	46.9195	16.135		8383		513			Ort	7	60145	
60151	1050906	WELTEN	Welten	46.92722	16.083056		8350,8383,8385		372			Ort	7	60145	
60152	1050907	EISENBERG	Eisenberg an der Raab	46.905278	16.14195		8383					Ort	7	60145	
60153	10510	WEICHSELBAUM	Weichselbaum	46.9420	16.1875		8382		780	12.1739		Gemeinde	6	60120	
60154	1051001	KROBOTEK	Krobotek	46.970833	16.193889		8382					Ort	7	60153	
60155	1051002	MARIA BILD	Maria Bild	46.958611	16.1872222		8382		214			Ort	7	60153	
60156	1051003	ROSENDORF	Rosendorf	46.9778	16.208889		8382		108			Ort	7	60153	
60157	1051004	WEICHSELBAUM	Weichselbaum	46.9420	16.1875		8382		131			Ort	7	60153	
60158	10511	KOENIGSDORF	Königsdorf	47.005278	16.171389		7563		743	15.6743		Gemeinde	6	60120	
60159	1051101	KOENIGSDORF	Königsdorf	47.005278	16.171389		7563		757			Ort	7	60158	
60160	10512	MUEHLGRABEN	Mühlgraben	46.8875	16.039725		8385		427	5.5456		Gemeinde	6	60120	
60161	1051201	MUEHLGRABEN	Mühlgraben	46.8875	16.039725		8385		450			Ort	7	60160	
60162	106	MATTERSBURG	Mattersburg	47.7333333	16.4333333				37902	237.8434	MA	Bezirk	5	124	
60163	10601	DRASSBURG	Draßburg	47.744722	16.490278		7021		1060	9.6758		Gemeinde	6	60162	
60164	1060101	DRASSBURG	Draßburg	47.744722	16.490278		7021		1055			Ort	7	60163	
60165	10602	FORCHTENSTEIN	Forchtenstein	47.714	16.35		7212		2775	16.5904		Gemeinde	6	60162	
29291	1060201	FORCHTENSTEIN	Forchtenstein	47.714	16.35		7212		2832			Ort	7	60165	
60166	10603	HIRM	Hirm	47.7861	16.455555		7024		917	3.1151		Gemeinde	6	60162	
60167	1060301	HIRM	Hirm	47.7861	16.455555		7024		907			Ort	7	60166	
60168	10604	LOIPERSBACH	Loipersbach im Burgenland	47.7	16.473611		7022		1252	8.545		Gemeinde	6	60162	
60169	1060401	LOIPERSBACH	Loipersbach im Burgenland	47.6950	16.473611		7022		1269			Ort	7	60168	
60170	10605	MARZ	Marz	47.719444	16.4166667		7221		1957	17.4004		Gemeinde	6	60162	
29751	1060501	MARZ	Marz	47.719444	16.4166667		7221		2028			Ort	7	60170	
60171	10606	MATTERSBURG	Mattersburg	47.7333333	16.4333333		7210		6547	28.2022		Gemeinde	6	60162
29754	1060601	MATTERSBURG	Mattersburg	47.7333333	16.4		7210		5532			Ort	7	60171
60172	1060602	WALBERSDORF	Walbersdorf	47.741667	16.4195		7210		724			Ort	7	60171	
60173	10607	NEUDOERFL	Neudörfl	47.7945	16.3		7201		4209	9.0086		Gemeinde	6	60162	
60174	1060701	NEUDOERFL	Neudörfl	47.7945	16.3		7201		3942			Ort	7	60173	
60175	10608	POETTELSDORF	Pöttelsdorf	47.75	16.4333333		7023		657	7.8645		Gemeinde	6	60162
60176	1060801	POETTELSDORF	Pöttelsdorf	47.7520	16.4340		7023		638			Ort	7	60175	
60177	10609	POETTSCHING	Pöttsching	47.8056	16.3708		7033,7202		2792	24.6419		Gemeinde	6	60162	
29981	1060901	POETTSCHING	Pöttsching	47.8056	16.3708		7033,7202		2679			Ort	7	60177	
60178	10610	ROHRBACH	Rohrbach bei Mattersburg	47.7088	16.4247		7222		2690	15.232		Gemeinde	6	60162	
30065	1061001	ROHRBACH	Rohrbach bei Mattersburg	47.7088	16.4247		7222		2718			Ort	7	60178	
60179	10611	SAUERBRUNN	Bad Sauerbrunn	47.775	16.325		7202		1949	2.3492		Gemeinde	6	60162	
60180	1061101	SAUERBRUNN	Bad Sauerbrunn	47.775	16.325		7202		1914			Ort	7	60179	
60181	10612	SCHATTENDORF	Schattendorf	47.710833	16.510556		7022		2451	12.118		Gemeinde	6	60162	
30103	1061201	SCHATTENDORF	Schattendorf	47.710833	16.510556		7022		2465			Ort	7	60181	
60182	10613	SIEGGRABEN	Sieggraben	47.649722	16.380556		7223		1299	17.7019		Gemeinde	6	60162	
30153	1061301	SIEGGRABEN	Sieggraben	47.649722	16.380556		7223		1295			Ort	7	60182	
60183	10614	SIGLESS	Sigleß	47.7775	16.395556		7032		1112	10.1637		Gemeinde	6	60162	
60184	1061401	SIGLESS	Sigleß	47.7775	16.395556		7032		1148			Ort	7	60183	
60185	10615	WIESEN	Wiesen	47.739444	16.34		7202,7203		2797	18.9099		Gemeinde	6	60162	
60186	1061501	WIESEN	Wiesen	47.739444	16.34		7202,7203		2779			Ort	7	60185	
60187	10616	ANTAU	Antau	47.773056	16.4767		7041		713	8.7502		Gemeinde	6	60162	
60188	1061601	ANTAU	Antau	47.773056	16.4767		7041		753			Ort	7	60187	
60189	10617	BAUMGARTEN	Baumgarten	47.738889	16.502222		7021		876	6.9602		Gemeinde	6	60162	
60190	1061701	BAUMGARTEN	Baumgarten	47.738889	16.502222		7021					Ort	7	60189	
60191	10618	ZEMENDORF-STOETTERA	Zemendorf-Stöttera	47.765556	16.454722		7023		1242	12.8272		Gemeinde	6	60162	
60192	1061801	STOETTERA	Stöttera	47.76778	16.461667		7023		593			Ort	7	60191	
30431	1061802	ZEMENDORF	Zemendorf	47.761667	16.451944		7023		679			Ort	7	60191	
60193	10619	KRENSDORF	Krensdorf	47.786111	16.414167		7031		607	7.7872		Gemeinde	6	60162	
29631	1061901	KRENSDORF	Krensdorf	47.786111	16.414167		7031		616			Ort	7	60193	
60194	107	NEUSIEDL	Neusiedl am See	47.85	17.0				52169	1038.6487	ND	Bezirk	5	124	
60195	10701	ANDAU	Andau	47.774167	17.034167		7163		2441	47.3054		Gemeinde	6	60194	
29074	1070101	ANDAU	Andau	47.774167	17.034167		7163		2514			Ort	7	60195	
60196	10702	APETLON	Apetlon	47.74389	16.83056		7132,7143,7161		1849	82.2071		Gemeinde	6	60194	
29082	1070201	APETLON	Apetlon	47.74389	16.83056		7132,7143,7161		1888			Ort	7	60196	
60197	10703	BRUCKNEUDORF	Bruckneudorf	48.016667	16.766667		2460,2462		2815	36.7013		Gemeinde	6	60194	
60198	1070301	BRUCKNEUDORF	Bruckneudorf	48.0166667	16.766667		2460		2340			Ort	7	60197	
60199	1070302	KAISERSTEINBRUCH	Kaisersteinbruch	47.988227	16.701794		2460,2462		241			Ort	7	60197	
60200	1070303	KOENIGSHOF	Königshof	48.010556	16.717222		2460,2462		28			Ort	7	60197	
60201	10704	DEUTSCH JAHRNDORF	Deutsch Jahrndorf	48.011667	17.105556		2423		555	27.4328		Gemeinde	6	60194	
29185	1070401	DEUTSCH JAHRNDORF	Deutsch Jahrndorf	48.011667	17.105556		2423		557			Ort	7	60201	
60202	10705	FRAUENKIRCHEN	Frauenkirchen	47.841111	16.919444		7132		2824	31.9481		Gemeinde	6	60194	
29299	1070501	FRAUENKIRCHEN	Frauenkirchen	47.841111	16.919444		7132		2856			Ort	7	60202	
60203	10706	GATTENDORF	Gattendorf	48.0166667	16.966667		2474		1113	25.12		Gemeinde	6	60194	
29337	1070601	GATTENDORF	Gattendorf	48.0130	16.9840		2474		1120			Ort	7	60203	
60204	10707	GOLS	Gols	47.897778	16.908889		7122		3591	42.2281		Gemeinde	6	60194	
60205	1070701	GOLS	Gols	47.897778	16.908889		7122		3516			Ort	7	60204	
60206	10708	HALBTURN	Halbturn	47.871111	16.974444		7131		1878	55.2048		Gemeinde	6	60194	
29435	1070801	HALBTURN	Halbturn	47.871111	16.974444		7131		1880			Ort	7	60206	
60207	10709	ILLMITZ	Illmitz	47.763056	16.800278		7142		2511	91.8502		Gemeinde	6	60194	
29514	1070901	ILLMITZ	Illmitz	47.763056	16.800278		7142		2595			Ort	7	60207	
60208	10710	JOIS	Jois	47.961111	16.794444		7093		1335	25.9046		Gemeinde	6	60194	
29535	1071001	JOIS	Jois	47.961111	16.794444		7093		1310			Ort	7	60208	
60209	10711	KITTSEE	Kittsee	48.066667	17.066667		2421		1852	19.2589		Gemeinde	6	60194	
29587	1071101	KITTSEE	Kittsee	48.066667	17.066667		2421		1877			Ort	7	60209	
60210	10712	MOENCHHOF	Mönchhof	47.881389	16.941944		7123		2262	33.5632		Gemeinde	6	60194	
29800	1071201	MOENCHHOF	Mönchhof	47.881389	16.941944		7123		2257			Ort	7	60210	
60211	10713	NEUSIEDL	Neusiedl am See	47.948611	16.843056		7100		5752	57.0303		Gemeinde	6	60194	
29858	1071301	NEUSIEDL	Neusiedl am See	47.948611	16.843056		7100		5584			Ort	7	60211	
